iid,id,gender,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,age,field,race,from
106,13,1,4,6,8,6,5,5,5,22,Law,3,Texas
106,13,1,6,8,7,6,8,2,6,22,Law,3,Texas
106,13,1,5,7,7,7,7,6,7,22,Law,3,Texas
106,13,1,2,4,5,4,7,3,1,22,Law,3,Texas
106,13,1,2,10,10,2,2,3,7,22,Law,3,Texas
106,13,1,8,10,10,9,10,5,9,22,Law,3,Texas
106,13,1,6,7,7,8,7,5,6,22,Law,3,Texas
106,13,1,5,7,8,7,7,,8,22,Law,3,Texas
106,13,1,7,8,8,8,8,7,7,22,Law,3,Texas
106,13,1,7,7,7,7,7,7,7,22,Law,3,Texas
107,14,1,8,6,7,10,,8,10,21,Religion,2,"Ann Arbor, MI"
107,14,1,9,9,9,10,9,10,10,21,Religion,2,"Ann Arbor, MI"
107,14,1,9,9,9,9,9,9,10,21,Religion,2,"Ann Arbor, MI"
107,14,1,5,7,7,7,5,6,6,21,Religion,2,"Ann Arbor, MI"
107,14,1,6,9,8,8,9,8,7,21,Religion,2,"Ann Arbor, MI"
107,14,1,2,7,6,8,6,4,8,21,Religion,2,"Ann Arbor, MI"
107,14,1,7,10,9,10,8,9,10,21,Religion,2,"Ann Arbor, MI"
107,14,1,8,8,8,7,5,8,4,21,Religion,2,"Ann Arbor, MI"
107,14,1,4,8,8,5,7,6,7,21,Religion,2,"Ann Arbor, MI"
107,14,1,7,6,6,5,6,5,6,21,Religion,2,"Ann Arbor, MI"
107,14,1,10,7,7,6,6,8,5,21,Religion,2,"Ann Arbor, MI"
107,14,1,8,10,8,9,8,8,8,21,Religion,2,"Ann Arbor, MI"
107,14,1,3,10,10,10,10,6,7,21,Religion,2,"Ann Arbor, MI"
107,14,1,9,9,10,10,7,6,8,21,Religion,2,"Ann Arbor, MI"
107,14,1,6,7,8,7,8,6,6,21,Religion,2,"Ann Arbor, MI"
107,14,1,8,7,8,8,,,8,21,Religion,2,"Ann Arbor, MI"
107,14,1,8,9,9,10,9,9,8,21,Religion,2,"Ann Arbor, MI"
107,14,1,7,7,7,7,7,6,7,21,Religion,2,"Ann Arbor, MI"
108,15,1,5,5,5,5,8,8,5,24,Electrical Engineering,2,Spain
108,15,1,9,7,7,9,6,5,8,24,Electrical Engineering,2,Spain
108,15,1,7,4,7,2,2,2,5,24,Electrical Engineering,2,Spain
108,15,1,6,6,6,6,6,6,7,24,Electrical Engineering,2,Spain
108,15,1,8,8,8,8,8,8,8,24,Electrical Engineering,2,Spain
108,15,1,7,7,7,8,7,7,8,24,Electrical Engineering,2,Spain
108,15,1,7,10,10,10,8,10,8,24,Electrical Engineering,2,Spain
108,15,1,5,7,9,6,7,5,5,24,Electrical Engineering,2,Spain
108,15,1,4,0,8,7,7,6,7,24,Electrical Engineering,2,Spain
108,15,1,6,6,6,4,6,1,5,24,Electrical Engineering,2,Spain
108,15,1,10,8,6,7,10,5,9,24,Electrical Engineering,2,Spain
108,15,1,7,9,7,6,7,5,5,24,Electrical Engineering,2,Spain
108,15,1,8,10,10,5,10,8,7,24,Electrical Engineering,2,Spain
108,15,1,9,9,8,10,8,7,8,24,Electrical Engineering,2,Spain
108,15,1,7,7,6,6,4,5,7,24,Electrical Engineering,2,Spain
108,15,1,9,7,8,7,6,7,3,24,Electrical Engineering,2,Spain
108,15,1,8,9,10,9,8,9,8,24,Electrical Engineering,2,Spain
108,15,1,7,7,7,7,7,6,7,24,Electrical Engineering,2,Spain
109,16,1,5,5,6,10,7,,5,25,Film,4,Hong Kong
109,16,1,6,7,7,6,7,7,7,25,Film,4,Hong Kong
109,16,1,7,10,10,6,10,6,9,25,Film,4,Hong Kong
109,16,1,5,5,5,5,5,5,5,25,Film,4,Hong Kong
109,16,1,8,8,8,8,8,8,8,25,Film,4,Hong Kong
109,16,1,6,9,8,8,8,7,7,25,Film,4,Hong Kong
109,16,1,6,10,10,8,8,8,9,25,Film,4,Hong Kong
109,16,1,4,8,8,9,6,8,6,25,Film,4,Hong Kong
109,16,1,5,5,9,6,5,5,6,25,Film,4,Hong Kong
109,16,1,6,8,7,5,6,2,6,25,Film,4,Hong Kong
109,16,1,6,7,7,7,5,7,7,25,Film,4,Hong Kong
109,16,1,2,4,7,8,8,4,4,25,Film,4,Hong Kong
109,16,1,5,10,10,10,10,10,9,25,Film,4,Hong Kong
109,16,1,8,10,10,8,8,6,8,25,Film,4,Hong Kong
109,16,1,6,7,7,5,6,7,7,25,Film,4,Hong Kong
109,16,1,6,7,8,8,8,,7,25,Film,4,Hong Kong
109,16,1,7,9,9,7,9,7,7,25,Film,4,Hong Kong
109,16,1,7,7,7,6,7,6,7,25,Film,4,Hong Kong
110,17,1,5,5,6,7,6,,5,28,Film,2,Ann Arbor
110,17,1,8,9,8,9,9,8,8,28,Film,2,Ann Arbor
110,17,1,2,2,5,2,,8,2,28,Film,2,Ann Arbor
110,17,1,4,4,4,4,4,4,4,28,Film,2,Ann Arbor
110,17,1,6,,8,8,8,8,8,28,Film,2,Ann Arbor
110,17,1,6,6,7,6,7,6,6,28,Film,2,Ann Arbor
110,17,1,7,8,8,9,8,6,8,28,Film,2,Ann Arbor
110,17,1,4,7,8,4,8,6,4,28,Film,2,Ann Arbor
110,17,1,4,4,5,4,9,4,1,28,Film,2,Ann Arbor
110,17,1,5,5,5,7,5,3,5,28,Film,2,Ann Arbor
110,17,1,8,7,7,7,7,8,8,28,Film,2,Ann Arbor
110,17,1,4,3,6,7,5,2,5,28,Film,2,Ann Arbor
110,17,1,4,10,10,10,10,8,7,28,Film,2,Ann Arbor
110,17,1,7,10,10,10,7,6,8,28,Film,2,Ann Arbor
110,17,1,6,6,6,7,8,7,5,28,Film,2,Ann Arbor
110,17,1,6,7,8,8,8,,7,28,Film,2,Ann Arbor
110,17,1,6,9,9,8,8,5,7,28,Film,2,Ann Arbor
110,17,1,7,7,7,6,6,6,7,28,Film,2,Ann Arbor
111,18,1,2,8,8,,,,5,27,Business,4,Philippines
111,18,1,4,6,7,4,5,2,3,27,Business,4,Philippines
111,18,1,5,5,9,,9,,8,27,Business,4,Philippines
111,18,1,6,6,6,6,6,6,7,27,Business,4,Philippines
111,18,1,7,9,8,8,9,8,8,27,Business,4,Philippines
111,18,1,4,9,9,6,7,5,6,27,Business,4,Philippines
111,18,1,6,10,9,8,8,7,8,27,Business,4,Philippines
111,18,1,4,8,6,8,7,8,4,27,Business,4,Philippines
111,18,1,3,5,5,4,5,4,4,27,Business,4,Philippines
111,18,1,6,4,6,2,6,1,3,27,Business,4,Philippines
111,18,1,4,5,5,5,5,,5,27,Business,4,Philippines
111,18,1,2,4,7,7,7,3,2,27,Business,4,Philippines
111,18,1,2,10,10,10,10,7,9,27,Business,4,Philippines
111,18,1,7,10,10,9,9,6,8,27,Business,4,Philippines
111,18,1,6,9,7,6,6,8,5,27,Business,4,Philippines
111,18,1,5,8,8,7,7,,7,27,Business,4,Philippines
111,18,1,6,7,8,7,8,5,6,27,Business,4,Philippines
111,18,1,7,7,7,7,7,7,7,27,Business,4,Philippines
112,1,0,9,9,9,9,9,9,9,20,Sociology,6,New Jersey
112,1,0,9,7,7,6,4,5,8,20,Sociology,6,New Jersey
112,1,0,6,7,7,4,4,5,6,20,Sociology,6,New Jersey
112,1,0,9,8,9,9,8,7,8,20,Sociology,6,New Jersey
112,1,0,7,8,7,6,6,6,6,20,Sociology,6,New Jersey
112,1,0,10,7,9,10,8,10,10,20,Sociology,6,New Jersey
112,1,0,10,9,8,9,9,7,9,20,Sociology,6,New Jersey
112,1,0,9,8,9,10,8,8,8,20,Sociology,6,New Jersey
112,1,0,5,5,5,2,1,2,5,20,Sociology,6,New Jersey
112,1,0,5,5,5,5,5,5,5,20,Sociology,6,New Jersey
113,2,0,10,10,10,10,10,10,10,21,Economics,2,"Milwaukee, Wisconsin"
113,2,0,6,5,5,4,4,5,4,21,Economics,2,"Milwaukee, Wisconsin"
113,2,0,7,6,7,5,5,8,8,21,Economics,2,"Milwaukee, Wisconsin"
113,2,0,8,8,7,7,7,6,7,21,Economics,2,"Milwaukee, Wisconsin"
113,2,0,6,8,9,9,8,6,7,21,Economics,2,"Milwaukee, Wisconsin"
113,2,0,5,5,5,5,5,5,5,21,Economics,2,"Milwaukee, Wisconsin"
113,2,0,7,9,9,8,8,8,7,21,Economics,2,"Milwaukee, Wisconsin"
113,2,0,7,8,8,7,7,7,7,21,Economics,2,"Milwaukee, Wisconsin"
113,2,0,3,3,5,6,1,1,5,21,Economics,2,"Milwaukee, Wisconsin"
113,2,0,5,5,5,5,5,5,5,21,Economics,2,"Milwaukee, Wisconsin"
114,3,0,6,10,7,7,7,7,8,20,"Economics, English",1,New York
114,3,0,4,6,6,5,4,5,4,20,"Economics, English",1,New York
114,3,0,5,6,8,7,7,7,7,20,"Economics, English",1,New York
114,3,0,5,8,8,6,7,5,5,20,"Economics, English",1,New York
114,3,0,6,7,7,6,7,7,6,20,"Economics, English",1,New York
114,3,0,5,7,7,2,5,2,3,20,"Economics, English",1,New York
114,3,0,7,9,9,8,8,7,7,20,"Economics, English",1,New York
114,3,0,6,9,8,7,,,7,20,"Economics, English",1,New York
114,3,0,1,1,6,2,5,1,3,20,"Economics, English",1,New York
114,3,0,5,5,5,5,5,5,5,20,"Economics, English",1,New York
115,4,0,10,10,10,10,10,10,10,21,psychology,2,brooklyn ny
115,4,0,4,5,4,4,5,4,4,21,psychology,2,brooklyn ny
115,4,0,6,2,4,4,4,6,6,21,psychology,2,brooklyn ny
115,4,0,10,10,9,10,9,10,10,21,psychology,2,brooklyn ny
115,4,0,5,7,6,6,6,5,5,21,psychology,2,brooklyn ny
115,4,0,7,3,7,10,7,8,7,21,psychology,2,brooklyn ny
115,4,0,9,7,6,10,8,7,8,21,psychology,2,brooklyn ny
115,4,0,8,8,8,7,6,10,7,21,psychology,2,brooklyn ny
115,4,0,6,5,5,4,3,2,6,21,psychology,2,brooklyn ny
115,4,0,,,,,,,,21,psychology,2,brooklyn ny
116,5,0,10,10,10,10,10,10,10,21,political science,2,France
116,5,0,6,5,5,4,4,6,4,21,political science,2,France
116,5,0,5,4,3,2,5,4,7,21,political science,2,France
116,5,0,10,10,10,10,10,10,10,21,political science,2,France
116,5,0,7,6,8,9,7,7,7,21,political science,2,France
116,5,0,7,7,7,7,5,5,7,21,political science,2,France
116,5,0,7,7,7,7,8,6,6,21,political science,2,France
116,5,0,7,,8,8,8,8,7,21,political science,2,France
116,5,0,3,7,2,1,1,1,2,21,political science,2,France
116,5,0,5,5,5,5,5,5,5,21,political science,2,France
117,6,0,10,10,10,10,10,10,10,21,"Economics, Sociology",2,"Long Island, NY"
117,6,0,6,6,5,6,5,6,6,21,"Economics, Sociology",2,"Long Island, NY"
117,6,0,8,7,6,5,5,5,7,21,"Economics, Sociology",2,"Long Island, NY"
117,6,0,10,5,6,10,10,10,10,21,"Economics, Sociology",2,"Long Island, NY"
117,6,0,7,7,7,7,7,8,7,21,"Economics, Sociology",2,"Long Island, NY"
117,6,0,7,7,8,8,10,6,7,21,"Economics, Sociology",2,"Long Island, NY"
117,6,0,8,8,9,9,7,7,8,21,"Economics, Sociology",2,"Long Island, NY"
117,6,0,8,9,10,9,5,9,8,21,"Economics, Sociology",2,"Long Island, NY"
117,6,0,6,6,6,3,8,2,6,21,"Economics, Sociology",2,"Long Island, NY"
117,6,0,,,,,,,,21,"Economics, Sociology",2,"Long Island, NY"
119,10,0,9,9,8,7,8,7,8,19,Polish,3,Puerto Rico
119,10,0,6,4,5,6,7,7,5,19,Polish,3,Puerto Rico
119,10,0,9,8,4,5,3,2,7,19,Polish,3,Puerto Rico
119,10,0,8,8,6,6,6,7,7,19,Polish,3,Puerto Rico
119,10,0,6,9,8,9,7,7,7,19,Polish,3,Puerto Rico
119,10,0,9,8,8,6,7,3,8,19,Polish,3,Puerto Rico
119,10,0,9,8,9,7,8,8,8,19,Polish,3,Puerto Rico
119,10,0,10,10,10,10,9,,10,19,Polish,3,Puerto Rico
119,10,0,7,6,6,6,6,6,8,19,Polish,3,Puerto Rico
119,10,0,6,6,6,6,6,6,6,19,Polish,3,Puerto Rico
120,11,0,6,7,7,7,7,7,8,20,English,3,"Long Island, NY"
120,11,0,9,6,8,5,7,4,5,20,English,3,"Long Island, NY"
120,11,0,7,5,6,6,8,7,8,20,English,3,"Long Island, NY"
120,11,0,9,8,7,8,7,7,7,20,English,3,"Long Island, NY"
120,11,0,7,7,7,7,6,8,7,20,English,3,"Long Island, NY"
120,11,0,8,5,7,8,5,6,7,20,English,3,"Long Island, NY"
120,11,0,8,8,10,10,8,7,8,20,English,3,"Long Island, NY"
120,11,0,9,8,8,10,9,8,8,20,English,3,"Long Island, NY"
120,11,0,9,6,8,6,6,6,9,20,English,3,"Long Island, NY"
120,11,0,6,6,7,6,6,2,5,20,English,3,"Long Island, NY"
121,12,0,6,9,8,7,6,6,7,21,psychology and english,2,"Memphis, TN"
121,12,0,5,4,5,4,5,4,3,21,psychology and english,2,"Memphis, TN"
121,12,0,2,7,9,6,7,7,7,21,psychology and english,2,"Memphis, TN"
121,12,0,4,6,6,5,4,2,3,21,psychology and english,2,"Memphis, TN"
121,12,0,4,8,7,6,6,5,5,21,psychology and english,2,"Memphis, TN"
121,12,0,5,8,7,0,5,0,4,21,psychology and english,2,"Memphis, TN"
121,12,0,6,9,7,7,8,7,5,21,psychology and english,2,"Memphis, TN"
121,12,0,7,8,10,6,5,6,7,21,psychology and english,2,"Memphis, TN"
121,12,0,2,1,3,1,1,1,2,21,psychology and english,2,"Memphis, TN"
121,12,0,7,5,10,6,7,2,2,21,psychology and english,2,"Memphis, TN"
122,1,1,7,7,7,9,7,8,8,22,Law,6,Long Island
122,1,1,8,10,9,10,5,5,8,22,Law,6,Long Island
122,1,1,7,6,6,7,4,4,6,22,Law,6,Long Island
122,1,1,10,10,10,10,10,10,10,22,Law,6,Long Island
122,1,1,10,10,10,10,10,10,10,22,Law,6,Long Island
122,1,1,10,10,10,10,10,10,8,22,Law,6,Long Island
122,1,1,3,8,5,5,5,,5,22,Law,6,Long Island
122,1,1,7,8,7,8,8,5,6,22,Law,6,Long Island
122,1,1,8,10,10,7,7,8,9,22,Law,6,Long Island
122,1,1,,,,,,,,22,Law,6,Long Island
123,2,1,4,8,7,4,9,3,4,18,Biomedical Engineering,4,Louisiana
123,2,1,5,9,6,5,5,2,4,18,Biomedical Engineering,4,Louisiana
123,2,1,8,7,6,6,5,4,7,18,Biomedical Engineering,4,Louisiana
123,2,1,6,10,10,7,6,5,5,18,Biomedical Engineering,4,Louisiana
123,2,1,7,10,8,8,8,6,8,18,Biomedical Engineering,4,Louisiana
123,2,1,7,10,8,7,8,4,7,18,Biomedical Engineering,4,Louisiana
123,2,1,,6,7,8,9,4,5,18,Biomedical Engineering,4,Louisiana
123,2,1,5,8,6,2,2,2,4,18,Biomedical Engineering,4,Louisiana
123,2,1,9,10,7,5,10,9,9,18,Biomedical Engineering,4,Louisiana
123,2,1,,,,,,,,18,Biomedical Engineering,4,Louisiana
124,3,1,5,1,6,2,8,1,1,22,Economics and Political Science,4,Maryland
124,3,1,5,9,8,1,10,1,1,22,Economics and Political Science,4,Maryland
124,3,1,4,3,4,2,9,3,2,22,Economics and Political Science,4,Maryland
124,3,1,2,10,10,2,10,2,2,22,Economics and Political Science,4,Maryland
124,3,1,4,4,8,2,10,0,3,22,Economics and Political Science,4,Maryland
124,3,1,4,8,7,5,9,3,2,22,Economics and Political Science,4,Maryland
124,3,1,4,9,8,,8,,4,22,Economics and Political Science,4,Maryland
124,3,1,2,1,4,1,6,0,1,22,Economics and Political Science,4,Maryland
124,3,1,4,6,7,6,6,1,5,22,Economics and Political Science,4,Maryland
124,3,1,,,,,,,,22,Economics and Political Science,4,Maryland
125,4,1,7,7,8,8,7,8,8,21,Art History/medicine,2,Staten Island
125,4,1,10,9,10,10,10,7,9,21,Art History/medicine,2,Staten Island
125,4,1,7,5,5,6,5,3,5,21,Art History/medicine,2,Staten Island
125,4,1,10,10,10,10,10,10,10,21,Art History/medicine,2,Staten Island
125,4,1,10,8,8,9,8,8,10,21,Art History/medicine,2,Staten Island
125,4,1,10,10,10,10,10,10,10,21,Art History/medicine,2,Staten Island
125,4,1,6,8,8,9,8,6,7,21,Art History/medicine,2,Staten Island
125,4,1,6,8,8,6,8,5,5,21,Art History/medicine,2,Staten Island
125,4,1,6,10,10,8,8,4,8,21,Art History/medicine,2,Staten Island
125,4,1,,,,,,,,21,Art History/medicine,2,Staten Island
126,5,1,5,7,9,6,8,7,8,22,philosophy,2,"New York, NY"
126,5,1,6,9,8,7,7,6,7,22,philosophy,2,"New York, NY"
126,5,1,5,6,5,5,5,7,6,22,philosophy,2,"New York, NY"
126,5,1,6,10,10,8,10,6,8,22,philosophy,2,"New York, NY"
126,5,1,6,9,10,7,9,4,7,22,philosophy,2,"New York, NY"
126,5,1,6,10,9,7,8,6,7,22,philosophy,2,"New York, NY"
126,5,1,5,4,8,7,6,,4,22,philosophy,2,"New York, NY"
126,5,1,8,10,8,7,8,6,7,22,philosophy,2,"New York, NY"
126,5,1,8,7,10,7,10,9,9,22,philosophy,2,"New York, NY"
126,5,1,,,,,,,,22,philosophy,2,"New York, NY"
127,6,1,10,6,7,8,8,8,8,22,Mechanical Engineering,2,Massachusetts
127,6,1,9,9,8,10,7,8,9,22,Mechanical Engineering,2,Massachusetts
127,6,1,2,3,2,2,6,2,2,22,Mechanical Engineering,2,Massachusetts
127,6,1,8,5,9,9,10,8,7,22,Mechanical Engineering,2,Massachusetts
127,6,1,8,6,6,7,5,6,7,22,Mechanical Engineering,2,Massachusetts
127,6,1,8,6,7,6,8,5,7,22,Mechanical Engineering,2,Massachusetts
127,6,1,8,10,9,10,8,7,8,22,Mechanical Engineering,2,Massachusetts
127,6,1,9,4,5,2,2,1,2,22,Mechanical Engineering,2,Massachusetts
127,6,1,4,4,2,1,1,1,1,22,Mechanical Engineering,2,Massachusetts
127,6,1,,,,,,,,22,Mechanical Engineering,2,Massachusetts
128,7,1,9,10,8,8,7,9,9,21,Engineering,2,Connecticut
128,7,1,6,10,9,8,7,4,6,21,Engineering,2,Connecticut
128,7,1,8,6,7,8,7,5,8,21,Engineering,2,Connecticut
128,7,1,9,10,9,8,8,7,8,21,Engineering,2,Connecticut
128,7,1,7,8,8,6,6,3,6,21,Engineering,2,Connecticut
128,7,1,7,8,6,6,6,6,8,21,Engineering,2,Connecticut
128,7,1,5,7,,,,,5,21,Engineering,2,Connecticut
128,7,1,8,7,8,6,5,2,6,21,Engineering,2,Connecticut
128,7,1,9,10,10,5,7,4,9,21,Engineering,2,Connecticut
128,7,1,,,,,,,,21,Engineering,2,Connecticut
129,8,1,7,7,6,7,6,7,7,,Economics,2,New Jersey
129,8,1,6,9,7,8,7,9,9,,Economics,2,New Jersey
129,8,1,5,6,5,4,6,3,5,,Economics,2,New Jersey
129,8,1,6,10,8,8,10,5,6,,Economics,2,New Jersey
129,8,1,6,10,6,9,6,4,8,,Economics,2,New Jersey
129,8,1,7,7,6,7,9,5,4,,Economics,2,New Jersey
129,8,1,7,9,9,,0,6,8,,Economics,2,New Jersey
129,8,1,5,7,2,2,4,2,4,,Economics,2,New Jersey
129,8,1,7,6,7,8,10,7,7,,Economics,2,New Jersey
129,8,1,,,,,,,,,Economics,2,New Jersey
130,9,1,8,8,8,8,8,8,7,20,Engineering,4,"India, Holland"
130,9,1,9,9,8,6,5,5,7,20,Engineering,4,"India, Holland"
130,9,1,7,8,7,5,6,6,7,20,Engineering,4,"India, Holland"
130,9,1,6,9,9,9,9,5,6,20,Engineering,4,"India, Holland"
130,9,1,10,7,7,7,6,5,8,20,Engineering,4,"India, Holland"
130,9,1,5,10,8,5,8,4,6,20,Engineering,4,"India, Holland"
130,9,1,6,9,8,9,7,,8,20,Engineering,4,"India, Holland"
130,9,1,9,9,9,8,10,2,9,20,Engineering,4,"India, Holland"
130,9,1,6,10,5,2,2,4,7,20,Engineering,4,"India, Holland"
130,9,1,,,,,,,,20,Engineering,4,"India, Holland"
131,10,1,2,7,6,2,5,1,2,19,Computer Science,4,New York
131,10,1,4,9,8,3,6,2,3,19,Computer Science,4,New York
131,10,1,5,6,4,5,3,3,5,19,Computer Science,4,New York
131,10,1,,,,,,,,19,Computer Science,4,New York
131,10,1,4,8,7,3,7,0,5,19,Computer Science,4,New York
131,10,1,,,,,,,,19,Computer Science,4,New York
131,10,1,2,7,6,2,,1,3,19,Computer Science,4,New York
131,10,1,7,8,6,5,7,2,5,19,Computer Science,4,New York
131,10,1,7,10,10,8,10,1,9,19,Computer Science,4,New York
131,10,1,,,,,,,,19,Computer Science,4,New York
132,1,0,8,8,9,8,9,7,7,27,Finance,2,Los Angeles
132,1,0,8,7,4,6,6,4,8,27,Finance,2,Los Angeles
132,1,0,8,,8,8,7,,8,27,Finance,2,Los Angeles
132,1,0,7,7,7,7,7,7,7,27,Finance,2,Los Angeles
132,1,0,8,7,7,7,7,8,7,27,Finance,2,Los Angeles
133,2,0,6,10,10,6,7,5,7,24,electrical engineering,4,china
133,2,0,3,8,8,9,8,1,1,24,electrical engineering,4,china
133,2,0,6,8,10,6,8,,6,24,electrical engineering,4,china
133,2,0,5,9,8,6,8,6,6,24,electrical engineering,4,china
133,2,0,6,10,9,9,6,5,8,24,electrical engineering,4,china
134,3,0,9,9,9,8,8,7,9,23,marine geophysics,2,Pougkeepsie NY
134,3,0,3,8,8,2,7,1,1,23,marine geophysics,2,Pougkeepsie NY
134,3,0,7,9,9,7,6,,7,23,marine geophysics,2,Pougkeepsie NY
134,3,0,6.5,8,7.5,7,7,,6.5,23,marine geophysics,2,Pougkeepsie NY
134,3,0,7,8,8,7,6,5,7,23,marine geophysics,2,Pougkeepsie NY
135,5,0,7,8,8,7,7,6,7,26,theory,2,"sofia, bg"
135,5,0,4,6,6,1,7,1,1,26,theory,2,"sofia, bg"
135,5,0,6,,,6,5,,6,26,theory,2,"sofia, bg"
135,5,0,6.5,8,8,7,7,7,7,26,theory,2,"sofia, bg"
135,5,0,8,9,8,8,6,5,8,26,theory,2,"sofia, bg"
136,6,0,6,8,9,7,9,6,8,,,,
136,6,0,7,8,10,9,9,8,9,,,,
136,6,0,8,8,,8,8,,8,,,,
136,6,0,5,5,6,8,6,8,6.5,,,,
136,6,0,3,7,8,4,8,4,4,,,,
137,1,1,7,9,7,9,6,9,8,26,Business,4,New York
137,1,1,7,7,7,8,6,8,7,26,Business,4,New York
137,1,1,8,9,7,9,10,8,9,26,Business,4,New York
137,1,1,8,5,,,,5,6,26,Business,4,New York
137,1,1,8,8,8,8,8,8,8,26,Business,4,New York
138,2,1,8,8,8,8,8,8,8,32,MBA,2,"Greenwich, CT"
138,2,1,7,6,8,7,8,6,6,32,MBA,2,"Greenwich, CT"
138,2,1,7,8,9,8,7,8,7,32,MBA,2,"Greenwich, CT"
138,2,1,8,8,8,,,2,7,32,MBA,2,"Greenwich, CT"
138,2,1,10,10,10,10,10,10,10,32,MBA,2,"Greenwich, CT"
139,4,1,5,7,9,5,9,5,5,37,engineering,4,Taiwan
139,4,1,6,5,5,6,6,7,7,37,engineering,4,Taiwan
139,4,1,7,7,8,5,8,5,6,37,engineering,4,Taiwan
139,4,1,7,8,,8,4,6,6,37,engineering,4,Taiwan
139,4,1,3,8,8,5,8,1,5,37,engineering,4,Taiwan
140,6,1,8,9,9,9,9,8,9,29,MBA,2,Europe
140,6,1,8,7,7,8,8,7,7,29,MBA,2,Europe
140,6,1,8,9,9,9,10,7,8,29,MBA,2,Europe
140,6,1,8,8,8,8,,,8,29,MBA,2,Europe
140,6,1,8,8,8,8,8,8,8,29,MBA,2,Europe
141,10,1,5,8,8,8,7,7,7,28,MBA,3,Colombia
141,10,1,5,6,5,7,5,6,5,28,MBA,3,Colombia
141,10,1,6,5,6,5,6,4,5,28,MBA,3,Colombia
141,10,1,7,,,8,8,,6,28,MBA,3,Colombia
141,10,1,6,8,8,8,8,8,8,28,MBA,3,Colombia
142,1,0,10,8,8,7,7,5,9,24,political science,2,california
142,1,0,7,7,7,6,,4,7,24,political science,2,california
142,1,0,6,9,8,7,9,,6,24,political science,2,california
142,1,0,8,7,8,7,6,4,7,24,political science,2,california
142,1,0,6,7,7,6,6,5,5,24,political science,2,california
142,1,0,7,7,7,5,6,5,6,24,political science,2,california
142,1,0,8,7,9,7,,,6,24,political science,2,california
142,1,0,8,8,9,7,8,6,6,24,political science,2,california
142,1,0,4,4,8,4,,,5,24,political science,2,california
142,1,0,7,6,7,6,4,4,6,24,political science,2,california
142,1,0,8,8,7,7,7,8,8,24,political science,2,california
142,1,0,8,8,9,8,7,8,8,24,political science,2,california
142,1,0,7,7,7,7,5,7,7,24,political science,2,california
142,1,0,7,8,9,9,8,7,7,24,political science,2,california
142,1,0,8,7,6,7,7,6,6,24,political science,2,california
142,1,0,8,7,7,7,5,5,7,24,political science,2,california
143,2,0,6,8,9,6,8,7,7,33,Law,2,Albania
143,2,0,5,7,7,5,4,4,5,33,Law,2,Albania
143,2,0,4,9,7,5,8,3,4,33,Law,2,Albania
143,2,0,5,10,8,5,10,6,4,33,Law,2,Albania
143,2,0,3,6,6,2,7,2,3,33,Law,2,Albania
143,2,0,5,8,7,6,6,4,5,33,Law,2,Albania
143,2,0,4,9,9,5,,,6,33,Law,2,Albania
143,2,0,6,9,9,6,8,4,6,33,Law,2,Albania
143,2,0,3,7,7,5,,,5,33,Law,2,Albania
143,2,0,3,7,6,4,5,2,3,33,Law,2,Albania
143,2,0,5,5,5,6,6,6,6,33,Law,2,Albania
143,2,0,7,9,9,8,8,8,7,33,Law,2,Albania
143,2,0,5,7,7,5,7,3,4,33,Law,2,Albania
143,2,0,5,8,9,6,7,9,6,33,Law,2,Albania
143,2,0,,8,9,2,8,1,1,33,Law,2,Albania
143,2,0,4,6,5,4,5,5,3,33,Law,2,Albania
144,3,0,9,9,9,7,7,8,9,23,Nutrition/Genetics,2,PA
144,3,0,8,8,8,8,7,9,9,23,Nutrition/Genetics,2,PA
144,3,0,6,8,9,9,9,7,7,23,Nutrition/Genetics,2,PA
144,3,0,6,8,10,9,3,1,5,23,Nutrition/Genetics,2,PA
144,3,0,8,7,7,7,7,5,8,23,Nutrition/Genetics,2,PA
144,3,0,8,8,8,6,6,5,6,23,Nutrition/Genetics,2,PA
144,3,0,7,7,9,7,6,5,7,23,Nutrition/Genetics,2,PA
144,3,0,7,8,10,8,7,6,7,23,Nutrition/Genetics,2,PA
144,3,0,7,7,9,9,,,8,23,Nutrition/Genetics,2,PA
144,3,0,4,6,5,4,5,6,3,23,Nutrition/Genetics,2,PA
144,3,0,8,8,8,8,8,8,7,23,Nutrition/Genetics,2,PA
144,3,0,8,7,8,9,7,9,8,23,Nutrition/Genetics,2,PA
144,3,0,,,,,,,,23,Nutrition/Genetics,2,PA
144,3,0,8,9,9,9,8,10,8,23,Nutrition/Genetics,2,PA
144,3,0,4,7,8,5,6,4,4,23,Nutrition/Genetics,2,PA
144,3,0,5,7,6,6,6,5,4,23,Nutrition/Genetics,2,PA
145,4,0,9,8,9,7,7,8,9,24,Neuroscience,2,Minnesota
145,4,0,8,8,8,7,7,9,8,24,Neuroscience,2,Minnesota
145,4,0,4,8,9,4,10,3,5,24,Neuroscience,2,Minnesota
145,4,0,6,8,10,7,5,3,4,24,Neuroscience,2,Minnesota
145,4,0,5,6,7,7,6,5,6,24,Neuroscience,2,Minnesota
145,4,0,6,7,6,8,5,3,5,24,Neuroscience,2,Minnesota
145,4,0,4,8,9,8,,7,7,24,Neuroscience,2,Minnesota
145,4,0,6,8,9,6,8,5,6,24,Neuroscience,2,Minnesota
145,4,0,5,7,7,6,,,5,24,Neuroscience,2,Minnesota
